Segmentation,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,KMCluster,HCCluster
D,466617,Female,No,23,No,Healthcare,4.0,Low,3.0,Cat_6,6,5
B,465973,Female,Yes,50,Yes,Artist,8.0,Average,2.0,Cat_6,3,3
D,459312,Male,No,22,No,Healthcare,1.0,Low,4.0,Cat_4,5,4
C,459525,Female,Yes,62,Yes,Artist,,High,3.0,Cat_6,3,3
C,467863,Female,Yes,35,Yes,Doctor,0.0,Average,3.0,Cat_6,3,3
C,461659,Female,Yes,52,Yes,Artist,0.0,Average,2.0,Cat_6,3,3
C,466272,Female,Yes,68,Yes,Lawyer,0.0,Average,3.0,Cat_6,3,3
C,459292,Male,No,46,Yes,Artist,1.0,Low,2.0,Cat_6,7,8
A,460115,Female,No,28,Yes,Healthcare,,Low,1.0,Cat_3,2,7
B,463710,Male,No,49,Yes,Entertainment,0.0,Low,1.0,Cat_2,7,8
C,463856,Male,Yes,37,Yes,Artist,0.0,Average,2.0,Cat_4,4,1
B,467545,Male,Yes,53,Yes,Artist,9.0,Average,2.0,Cat_6,4,1
B,466027,Female,Yes,70,No,Engineer,7.0,Low,1.0,Cat_3,8,2
D,460409,Female,No,43,Yes,Artist,8.0,Low,4.0,Cat_6,2,7
A,465342,Male,Yes,83,Yes,Executive,0.0,High,2.0,Cat_6,4,1
A,460249,Female,No,25,Yes,Entertainment,9.0,Low,2.0,Cat_6,2,7
C,464231,Male,Yes,45,Yes,Artist,0.0,Average,4.0,Cat_6,4,1
A,461676,Female,No,29,Yes,Engineer,1.0,Low,1.0,Cat_6,2,7
C,462338,Male,Yes,43,Yes,Artist,9.0,Average,2.0,,4,1
A,467597,Female,Yes,65,Yes,Lawyer,0.0,Low,1.0,Cat_6,3,3
B,459256,Female,Yes,46,Yes,Artist,0.0,High,4.0,Cat_6,3,3
B,459962,Male,Yes,59,Yes,Artist,8.0,Low,1.0,Cat_6,4,1
C,463546,Female,No,30,Yes,Healthcare,0.0,Low,2.0,Cat_6,2,7
D,464197,Male,Yes,29,No,Healthcare,5.0,Low,2.0,Cat_6,1,6
B,465146,Male,Yes,58,Yes,Artist,9.0,Low,1.0,Cat_6,4,1
C,462412,Male,Yes,71,No,Artist,1.0,Low,5.0,Cat_6,1,6
A,464279,Male,Yes,53,No,Executive,1.0,Low,5.0,Cat_6,1,6
C,465466,Male,,31,No,Healthcare,1.0,Low,3.0,Cat_6,5,6
C,463381,Male,Yes,36,Yes,Doctor,8.0,Average,4.0,Cat_3,4,1
D,464230,Male,No,33,No,Engineer,0.0,Low,4.0,Cat_1,5,4
B,465394,Male,No,32,Yes,Engineer,0.0,Low,3.0,Cat_4,7,8
C,467600,Male,Yes,41,Yes,Engineer,,Average,5.0,Cat_6,4,1
D,461105,Female,No,49,Yes,Entertainment,0.0,Low,1.0,Cat_3,2,7
B,464328,Male,Yes,84,No,Lawyer,1.0,High,2.0,Cat_6,1,6
A,462797,Male,Yes,30,Yes,Healthcare,0.0,Low,4.0,Cat_6,4,1
A,461008,Male,No,26,No,Healthcare,1.0,Low,4.0,Cat_3,5,4
B,461412,Female,Yes,41,Yes,Artist,5.0,High,3.0,Cat_5,3,3
D,462283,Male,No,25,No,Healthcare,4.0,Low,5.0,Cat_6,5,4
D,467683,Male,Yes,26,Yes,Healthcare,9.0,High,3.0,Cat_2,4,1
A,463727,Female,No,27,No,Doctor,0.0,Low,5.0,Cat_3,6,5
A,467174,Male,Yes,41,No,Executive,0.0,High,3.0,,1,6
C,459497,Female,Yes,80,Yes,Lawyer,0.0,Low,1.0,Cat_6,3,3
D,464407,Female,Yes,50,Yes,Healthcare,1.0,Low,3.0,Cat_6,3,3
D,462738,Female,No,28,Yes,Healthcare,,Low,3.0,Cat_2,2,7
C,465116,Female,Yes,66,Yes,Artist,0.0,Low,2.0,Cat_6,3,3
B,462957,Male,Yes,58,No,Executive,1.0,High,5.0,Cat_6,1,6
B,465292,Female,No,42,Yes,Doctor,0.0,Low,3.0,Cat_6,2,7
B,464359,Female,No,37,Yes,Artist,0.0,Low,3.0,Cat_6,2,7
C,461838,Male,Yes,49,Yes,Artist,0.0,Low,1.0,Cat_6,4,1
A,464624,Male,No,39,Yes,Entertainment,3.0,Low,2.0,Cat_1,7,8
D,459034,Female,No,21,No,Healthcare,,Low,5.0,Cat_6,6,5
C,466705,Male,Yes,69,No,Lawyer,0.0,Low,3.0,Cat_6,1,6
C,459849,Female,Yes,50,Yes,Artist,1.0,High,5.0,Cat_6,3,3
B,463273,Male,Yes,37,Yes,Entertainment,8.0,Average,2.0,Cat_3,4,1
A,461551,Male,Yes,61,No,Entertainment,1.0,Low,2.0,Cat_6,1,6
C,464129,Male,Yes,52,Yes,Executive,1.0,High,4.0,Cat_1,4,1
D,464031,Female,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,6,5
C,464287,Male,Yes,35,Yes,Artist,,Average,3.0,Cat_2,4,1
B,466069,Female,Yes,49,Yes,Artist,0.0,High,4.0,,3,3
C,460791,Female,No,27,Yes,Engineer,9.0,Low,7.0,Cat_3,2,7
A,464348,Male,No,43,Yes,Artist,1.0,Low,2.0,Cat_6,7,8
B,460904,Female,No,35,No,Entertainment,1.0,Low,1.0,Cat_6,6,5
A,466484,Female,Yes,52,No,Executive,1.0,Low,1.0,Cat_3,8,2
D,467663,Male,Yes,31,No,Doctor,,Average,2.0,Cat_6,1,6
A,467885,Female,No,43,Yes,Doctor,0.0,Low,,Cat_4,2,7
C,461674,Male,Yes,48,Yes,Executive,0.0,High,4.0,Cat_6,4,1
A,460601,Female,Yes,37,Yes,,0.0,Low,3.0,Cat_3,3,3
A,464297,Male,No,26,No,Artist,8.0,Low,5.0,Cat_5,5,4
C,462322,Female,No,49,Yes,Artist,1.0,Low,2.0,Cat_2,2,7
A,459974,Male,No,37,Yes,Entertainment,0.0,Low,1.0,Cat_6,7,8
D,461003,Male,No,30,No,Executive,13.0,Low,4.0,Cat_3,5,4
D,464939,Male,No,43,No,Entertainment,0.0,Low,1.0,Cat_4,5,4
C,461905,Female,No,42,Yes,Artist,0.0,Low,3.0,Cat_6,2,7
C,466952,Male,Yes,60,Yes,Artist,0.0,Average,2.0,Cat_6,4,1
A,464741,Male,Yes,71,No,Executive,1.0,High,,Cat_1,1,6
D,460484,Female,No,23,No,Healthcare,4.0,Low,7.0,Cat_3,6,5
B,462346,Male,Yes,81,Yes,Lawyer,9.0,Low,1.0,Cat_6,4,1
A,465441,Female,Yes,45,Yes,Engineer,2.0,Low,1.0,Cat_4,3,3
C,461689,Male,No,33,Yes,Artist,1.0,Low,2.0,Cat_6,7,8
D,464846,Male,No,25,No,Entertainment,8.0,Low,2.0,Cat_4,5,4
B,462254,Male,Yes,38,No,Executive,1.0,Average,5.0,Cat_2,1,6
A,462708,Male,Yes,25,Yes,Executive,8.0,High,2.0,Cat_6,4,1
B,467806,Male,Yes,62,Yes,Artist,1.0,High,2.0,Cat_6,4,1
B,461173,Male,Yes,45,Yes,Artist,1.0,Low,4.0,Cat_3,4,1
B,465912,Female,No,63,Yes,Artist,1.0,Low,2.0,Cat_6,2,7
A,461341,Female,Yes,39,Yes,Artist,0.0,High,2.0,Cat_6,3,3
B,465135,Female,No,25,No,Engineer,1.0,Low,1.0,Cat_6,6,5
B,461654,Female,No,67,Yes,Artist,0.0,Low,1.0,Cat_7,2,7
D,459147,Male,Yes,81,Yes,Entertainment,1.0,Low,1.0,Cat_6,4,1
C,464611,Male,No,31,Yes,Artist,1.0,Low,4.0,Cat_7,7,8
D,460356,Male,No,22,No,Healthcare,1.0,Low,4.0,Cat_6,5,4
A,461467,Female,Yes,73,,Lawyer,,High,2.0,Cat_1,3,3
B,461591,Female,No,33,No,Engineer,1.0,Low,2.0,Cat_4,6,5
B,466505,Female,Yes,42,No,Artist,8.0,High,5.0,Cat_6,8,2
A,463112,Male,Yes,70,Yes,Lawyer,,Low,1.0,Cat_3,4,1
D,464717,Male,Yes,25,No,Executive,4.0,High,8.0,Cat_4,1,6
C,459051,Male,Yes,66,Yes,Artist,,Average,2.0,Cat_6,4,1
B,464620,Female,Yes,41,Yes,Artist,1.0,High,2.0,Cat_6,3,3
D,462333,Female,Yes,40,Yes,Artist,1.0,Low,1.0,Cat_6,3,3
C,463910,Female,Yes,50,Yes,Artist,0.0,Average,2.0,Cat_6,3,3
A,464196,Female,,36,Yes,Entertainment,8.0,Low,1.0,Cat_6,3,3
C,459262,Female,No,31,No,Entertainment,9.0,Low,4.0,Cat_6,6,5
C,467808,Female,Yes,63,Yes,Artist,0.0,Average,2.0,Cat_6,3,3
A,460992,Male,Yes,57,No,Executive,0.0,High,4.0,Cat_6,1,6
A,459950,Female,No,40,Yes,Artist,0.0,Low,1.0,Cat_6,2,7
D,461053,Male,Yes,39,No,Executive,,High,4.0,Cat_3,1,6
B,467461,Female,Yes,45,Yes,Artist,8.0,High,3.0,Cat_6,3,3
D,463779,Female,No,32,No,Healthcare,0.0,Low,,Cat_7,6,5
D,464177,Male,No,25,Yes,Healthcare,1.0,Low,3.0,Cat_6,7,8
D,463918,Female,No,22,No,Healthcare,0.0,Low,4.0,Cat_4,6,5
A,464326,Female,No,38,Yes,Artist,1.0,Low,3.0,Cat_6,2,7
C,465612,Male,Yes,37,Yes,Artist,9.0,Average,2.0,Cat_6,4,1
A,463872,Male,Yes,78,No,Lawyer,1.0,High,2.0,Cat_2,1,6
B,466883,Female,Yes,37,Yes,Artist,2.0,Average,2.0,Cat_6,3,3
D,467477,Male,Yes,43,Yes,Healthcare,5.0,Average,2.0,Cat_6,4,1
D,461307,Male,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,5,4
D,463509,Male,No,43,No,Artist,0.0,Low,1.0,Cat_3,5,4
C,461470,Male,Yes,43,Yes,Artist,2.0,Average,2.0,Cat_6,4,1
D,466138,Male,Yes,71,No,Lawyer,3.0,High,2.0,Cat_6,1,6
D,460034,Female,Yes,38,Yes,Artist,8.0,Low,1.0,Cat_6,3,3
D,460650,Female,,20,No,Homemaker,13.0,Low,1.0,Cat_4,6,5
D,466738,Female,No,27,Yes,Healthcare,0.0,Low,,Cat_6,2,7
B,465088,Male,Yes,48,Yes,Executive,9.0,High,4.0,Cat_6,4,1
D,467253,Female,No,35,Yes,Engineer,,Low,2.0,Cat_6,2,7
C,462375,Male,Yes,53,Yes,Artist,1.0,Average,3.0,Cat_6,4,1
A,466337,Female,Yes,41,No,Engineer,0.0,Low,2.0,Cat_4,8,2
D,465924,Female,No,28,Yes,Marketing,0.0,Low,2.0,Cat_6,2,7
D,465788,Male,No,22,No,Healthcare,1.0,Low,6.0,Cat_4,5,4
D,459570,Male,No,27,Yes,Healthcare,,Low,3.0,Cat_6,7,8
C,463934,Female,Yes,43,Yes,Artist,3.0,Average,2.0,Cat_6,3,3
B,459437,Male,Yes,68,Yes,Lawyer,,High,2.0,Cat_6,4,1
A,466728,Male,Yes,28,No,Doctor,0.0,Average,2.0,Cat_6,1,6
B,461737,Female,Yes,48,Yes,Doctor,1.0,Average,6.0,Cat_4,3,3
A,460972,Male,Yes,42,Yes,Artist,14.0,Low,2.0,Cat_6,4,1
A,461210,Female,No,38,Yes,Healthcare,0.0,Low,4.0,Cat_6,2,7
D,463111,Female,No,42,Yes,Engineer,6.0,Low,3.0,Cat_6,2,7
B,465513,Male,No,43,Yes,Entertainment,1.0,Low,2.0,Cat_6,7,8
C,461732,Female,Yes,46,Yes,Artist,1.0,Average,2.0,Cat_2,3,3
B,459647,Female,No,43,Yes,Engineer,1.0,Low,2.0,Cat_6,2,7
D,460257,Female,No,28,Yes,Healthcare,1.0,Low,6.0,Cat_6,2,7
B,464437,Female,Yes,48,Yes,Engineer,0.0,Average,4.0,Cat_6,3,3
A,461544,Male,Yes,82,No,Lawyer,1.0,High,2.0,Cat_6,1,6
C,462749,Male,Yes,49,Yes,Artist,1.0,Low,2.0,Cat_6,4,1
C,461472,Female,Yes,41,Yes,Artist,0.0,Average,2.0,Cat_6,3,3
B,467659,Male,Yes,66,Yes,Entertainment,0.0,Average,2.0,Cat_6,4,1
D,466859,Male,No,22,No,Healthcare,0.0,Low,5.0,Cat_2,5,4
D,460101,Female,No,31,Yes,Healthcare,9.0,Low,3.0,Cat_3,2,7
C,461885,Female,Yes,49,Yes,Artist,3.0,High,5.0,Cat_6,3,3
A,460982,Male,Yes,77,No,Lawyer,1.0,High,2.0,Cat_6,1,6
B,460503,Male,No,41,Yes,Entertainment,0.0,Low,2.0,Cat_3,7,8
D,460814,Male,Yes,78,No,Entertainment,0.0,Low,1.0,Cat_6,1,6
A,459981,Male,No,41,Yes,Artist,7.0,Low,1.0,Cat_6,7,8
C,463776,Female,Yes,39,Yes,Artist,3.0,Average,2.0,Cat_6,3,3
B,467746,Male,Yes,50,Yes,Executive,0.0,High,3.0,Cat_6,4,1
C,460151,Male,Yes,35,Yes,Artist,3.0,Average,2.0,Cat_6,4,1
B,467145,Female,Yes,52,Yes,Doctor,1.0,Average,3.0,Cat_6,3,3
A,459581,Female,No,35,No,,,Low,,Cat_7,6,5
A,461101,Female,Yes,50,Yes,Engineer,4.0,Average,4.0,Cat_3,3,3
D,464240,Male,Yes,52,No,Engineer,,Low,1.0,Cat_2,1,6
B,461424,Male,Yes,63,No,Healthcare,0.0,Average,4.0,Cat_4,1,6
B,464237,Female,Yes,47,Yes,Artist,0.0,Low,3.0,Cat_6,3,3
C,463566,Female,Yes,41,Yes,Homemaker,,Average,4.0,Cat_2,3,3
A,459995,Female,No,38,No,Artist,4.0,Low,2.0,Cat_6,6,5
D,465896,Male,No,32,No,Doctor,2.0,Low,2.0,Cat_6,5,4
D,463639,Male,No,31,No,Healthcare,0.0,Low,6.0,Cat_6,5,4
B,463292,Male,Yes,36,No,Executive,1.0,High,3.0,Cat_6,1,6
D,462484,Male,Yes,67,Yes,Artist,0.0,Low,1.0,Cat_6,4,1
A,459680,Male,No,41,Yes,Entertainment,,Low,1.0,Cat_6,7,8
C,465198,Male,Yes,53,Yes,Entertainment,8.0,Average,4.0,Cat_6,4,1
B,467820,Male,Yes,51,Yes,Artist,0.0,Low,1.0,Cat_3,4,1
A,465817,Male,Yes,56,No,Executive,0.0,Low,2.0,Cat_4,1,6
B,467661,Female,Yes,45,Yes,Artist,,High,,Cat_6,3,3
B,464244,Male,Yes,72,Yes,Executive,1.0,High,4.0,Cat_6,4,1
C,465717,Female,Yes,42,Yes,Artist,2.0,Average,2.0,Cat_6,3,3
A,460461,Female,Yes,26,No,Homemaker,9.0,Average,2.0,Cat_3,8,2
A,465535,Female,No,29,No,Entertainment,9.0,Low,,Cat_2,6,5
A,466931,Male,No,37,Yes,Entertainment,1.0,Low,2.0,Cat_3,7,8
D,461106,Male,No,18,No,Healthcare,1.0,Low,4.0,Cat_3,5,4
B,465860,Female,,31,Yes,Doctor,1.0,Low,3.0,Cat_6,2,7
D,463379,Male,No,29,No,Marketing,1.0,Low,7.0,Cat_6,5,4
D,459331,Female,No,70,Yes,Lawyer,0.0,Low,1.0,Cat_6,2,7
D,466396,Female,No,19,No,Healthcare,1.0,Low,5.0,Cat_3,6,5
C,463135,Male,Yes,46,Yes,Artist,5.0,Average,2.0,Cat_3,4,1
A,463418,Male,Yes,53,No,Executive,1.0,High,4.0,Cat_6,1,6
B,467300,Female,Yes,50,Yes,Artist,0.0,Low,1.0,Cat_6,3,3
B,465518,Female,Yes,43,Yes,Artist,1.0,Average,3.0,Cat_4,3,3
D,461964,Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_7,6,5
B,463190,Female,Yes,61,Yes,Artist,0.0,Average,2.0,Cat_4,3,3
A,461771,Male,Yes,27,Yes,Doctor,9.0,Average,2.0,Cat_6,4,1
A,467496,Female,Yes,63,Yes,,4.0,Average,3.0,Cat_6,3,3
C,466082,Female,Yes,83,Yes,Lawyer,1.0,Low,1.0,Cat_6,3,3
D,461241,Male,Yes,32,Yes,Healthcare,5.0,Low,2.0,Cat_6,4,1
B,460741,Male,Yes,58,Yes,Artist,1.0,Average,5.0,Cat_6,4,1
C,461752,Male,Yes,67,Yes,Doctor,1.0,Average,3.0,Cat_6,4,1
D,461030,Female,No,19,No,Healthcare,8.0,Low,5.0,Cat_3,6,5
A,459097,Male,Yes,88,Yes,Lawyer,0.0,High,2.0,Cat_6,4,1
A,464615,Male,Yes,35,Yes,Artist,7.0,Low,2.0,Cat_6,4,1
B,460928,Male,Yes,45,Yes,Artist,0.0,Average,4.0,Cat_6,4,1
B,467682,Female,Yes,35,Yes,Artist,9.0,Average,4.0,Cat_6,3,3
D,463480,Female,Yes,27,No,Healthcare,0.0,Low,2.0,Cat_6,8,2
B,462370,Male,Yes,35,Yes,Executive,4.0,High,3.0,Cat_6,4,1
D,459148,Female,No,20,No,Healthcare,2.0,Low,3.0,Cat_4,6,5
A,462588,Male,Yes,41,No,Entertainment,12.0,Average,3.0,Cat_4,1,6
C,466102,Female,No,33,No,Healthcare,1.0,Low,6.0,Cat_3,6,5
C,464482,Male,Yes,58,Yes,Artist,0.0,Low,1.0,Cat_6,4,1
A,463078,Male,Yes,86,No,Executive,0.0,High,2.0,Cat_6,1,6
D,464646,Male,Yes,61,No,Engineer,7.0,Average,5.0,Cat_4,1,6
D,461151,Male,No,32,Yes,Artist,0.0,Low,3.0,Cat_3,7,8
D,466397,Male,No,20,No,Healthcare,0.0,Low,3.0,Cat_3,5,4
D,463743,Male,No,32,No,Artist,0.0,Low,4.0,Cat_6,5,4
C,467753,Female,Yes,69,No,Artist,0.0,High,2.0,Cat_6,8,2
C,465666,Female,No,35,Yes,Entertainment,9.0,Low,4.0,Cat_6,2,7
D,463105,Female,No,72,Yes,Lawyer,1.0,Low,2.0,Cat_6,2,7
C,465280,Female,Yes,37,Yes,Artist,0.0,Low,1.0,Cat_6,3,3
D,466811,Male,No,22,No,Healthcare,0.0,Low,,Cat_4,5,4
D,467158,Female,No,25,No,Healthcare,0.0,Low,,Cat_6,6,5
D,465578,Male,No,33,Yes,Healthcare,4.0,Low,1.0,Cat_6,7,8
D,466560,Male,Yes,40,No,Executive,0.0,Average,4.0,Cat_4,1,6
C,459897,Female,Yes,55,Yes,Artist,1.0,Low,2.0,Cat_6,3,3
A,466440,Male,Yes,23,No,Executive,1.0,High,9.0,Cat_6,1,6
D,464647,Female,Yes,51,No,Doctor,1.0,High,1.0,Cat_4,8,2
B,460851,Male,Yes,69,No,Doctor,0.0,Average,3.0,Cat_6,1,6
C,467122,Female,Yes,73,No,Lawyer,0.0,High,2.0,Cat_6,8,2
D,460222,Female,,72,Yes,Lawyer,4.0,High,,Cat_6,3,3
B,460462,Female,No,20,No,Marketing,1.0,Low,3.0,Cat_3,6,5
B,459440,Female,No,53,Yes,Artist,1.0,Low,1.0,Cat_6,2,7
A,459521,Female,Yes,46,Yes,Artist,0.0,Average,4.0,Cat_1,3,3
B,465772,Female,Yes,53,Yes,Engineer,0.0,Low,4.0,Cat_1,3,3
B,462218,Male,Yes,53,No,Executive,0.0,Average,5.0,Cat_4,1,6
B,467673,Male,Yes,50,No,Executive,0.0,High,4.0,Cat_6,1,6
C,461295,Female,Yes,66,Yes,Artist,1.0,Average,3.0,Cat_6,3,3
B,466035,Female,Yes,86,Yes,Lawyer,1.0,Low,2.0,Cat_6,3,3
A,459830,Female,No,27,Yes,Doctor,8.0,Low,1.0,Cat_6,2,7
C,462080,Female,No,42,Yes,Artist,8.0,Low,1.0,Cat_6,2,7
D,459330,Male,No,33,No,Marketing,11.0,Low,9.0,Cat_6,5,4
B,467058,Male,Yes,82,No,Executive,1.0,High,2.0,Cat_6,1,6
D,461122,Male,Yes,26,No,Entertainment,8.0,Low,2.0,Cat_4,1,6
B,464886,Male,Yes,38,Yes,Engineer,0.0,Average,4.0,Cat_4,4,1
A,463697,Female,No,32,Yes,Artist,6.0,Low,7.0,Cat_4,2,7
D,460592,Male,No,20,No,Healthcare,1.0,Low,5.0,Cat_3,5,4
D,465995,Male,No,27,No,Entertainment,0.0,Low,3.0,Cat_2,5,4
D,461293,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,5,4
B,467020,Male,Yes,80,Yes,Lawyer,0.0,High,3.0,Cat_6,4,1
A,461153,Female,Yes,32,Yes,Artist,,High,3.0,Cat_3,3,3
D,467175,Male,Yes,77,Yes,Lawyer,0.0,Low,1.0,Cat_6,4,1
D,465154,Male,No,22,No,Healthcare,1.0,Low,2.0,Cat_4,5,4
A,466666,Female,Yes,32,Yes,Healthcare,0.0,Low,2.0,Cat_6,3,3
B,467583,Male,Yes,47,Yes,Executive,9.0,Low,,Cat_6,4,1
A,462859,Male,Yes,49,Yes,Entertainment,1.0,Average,2.0,Cat_6,4,1
A,467483,Male,Yes,55,Yes,Executive,0.0,High,9.0,Cat_6,4,1
D,466950,Male,No,28,Yes,Entertainment,1.0,Low,2.0,Cat_3,7,8
B,463417,Male,Yes,59,Yes,Artist,,Low,,Cat_6,4,1
A,466884,Female,Yes,42,No,Doctor,1.0,Low,1.0,Cat_6,8,2
B,464564,Female,No,37,Yes,Artist,8.0,Low,,Cat_6,2,7
D,463203,Female,No,20,No,Healthcare,1.0,Low,3.0,Cat_7,6,5
D,464716,Male,Yes,43,Yes,Marketing,0.0,High,6.0,Cat_4,4,1
B,466162,Female,Yes,73,Yes,Doctor,0.0,Low,1.0,Cat_4,3,3
D,462383,Female,No,46,No,Engineer,1.0,Low,3.0,Cat_3,6,5
D,462970,Male,Yes,28,No,Doctor,0.0,Average,2.0,Cat_6,1,6
A,463988,Female,Yes,35,Yes,Entertainment,9.0,Average,2.0,Cat_2,3,3
B,466500,Female,Yes,48,Yes,Artist,3.0,High,3.0,Cat_4,3,3
D,460826,Female,No,32,Yes,Artist,0.0,Low,3.0,Cat_4,2,7
C,466714,Male,Yes,66,Yes,Executive,0.0,Average,2.0,Cat_6,4,1
C,467876,Female,Yes,47,Yes,Artist,8.0,High,2.0,Cat_6,3,3
C,465204,Male,Yes,28,Yes,Healthcare,1.0,Low,2.0,Cat_6,4,1
C,461851,Female,Yes,35,Yes,Artist,3.0,Average,2.0,Cat_6,3,3
B,460823,Female,Yes,75,Yes,Lawyer,1.0,High,2.0,Cat_6,3,3
B,459328,Male,Yes,48,Yes,Executive,1.0,High,3.0,Cat_6,4,1
A,466541,Male,No,41,Yes,Entertainment,1.0,Low,4.0,Cat_6,7,8
D,461817,Female,No,25,No,Doctor,1.0,Low,3.0,Cat_6,6,5
B,459187,Female,Yes,52,No,Doctor,0.0,Average,3.0,Cat_4,8,2
C,464352,Male,Yes,58,Yes,Doctor,0.0,Average,2.0,Cat_6,4,1
D,462752,Female,No,26,No,Healthcare,,Low,1.0,Cat_6,6,5
B,459814,Female,No,49,Yes,Artist,0.0,Low,3.0,Cat_2,2,7
D,460309,Male,No,28,Yes,Marketing,9.0,Low,5.0,Cat_7,7,8
B,467169,Male,No,53,Yes,Artist,0.0,Low,1.0,Cat_6,7,8
D,461362,Female,No,27,Yes,Doctor,0.0,Low,4.0,Cat_6,2,7
A,462942,Female,No,33,Yes,Entertainment,0.0,Low,4.0,Cat_4,2,7
C,463088,Female,Yes,89,Yes,Lawyer,0.0,High,2.0,Cat_6,3,3
B,463924,Female,No,40,Yes,Artist,1.0,Low,1.0,Cat_5,2,7
B,462105,Male,Yes,47,No,Executive,,High,4.0,Cat_4,1,6
D,462794,Male,No,27,No,Healthcare,10.0,Low,5.0,Cat_6,5,4
D,462399,Male,Yes,37,Yes,Executive,1.0,Low,6.0,Cat_6,4,1
A,465593,Male,Yes,56,No,Lawyer,0.0,High,3.0,Cat_3,1,6
C,465437,Male,Yes,48,Yes,Executive,2.0,High,5.0,Cat_6,4,1
A,465457,Female,No,32,Yes,Engineer,0.0,Low,1.0,Cat_6,2,7
A,463167,Male,Yes,39,Yes,Doctor,1.0,Average,3.0,Cat_6,4,1
B,463176,Male,Yes,39,Yes,Artist,,Average,4.0,Cat_3,4,1
C,462141,Female,No,39,Yes,Artist,9.0,Low,1.0,Cat_6,2,7
B,460760,Male,Yes,60,No,Artist,1.0,High,4.0,Cat_3,1,6
A,461938,Female,No,33,Yes,Engineer,9.0,Low,2.0,Cat_6,2,7
C,465041,Female,Yes,50,No,Artist,0.0,Average,4.0,Cat_4,8,2
A,462896,Male,Yes,58,Yes,Entertainment,,Low,2.0,Cat_6,4,1
C,467226,Female,No,20,No,Entertainment,1.0,Low,4.0,Cat_6,6,5
C,467228,Male,No,29,Yes,Healthcare,,Low,4.0,Cat_6,7,8
D,459800,Female,No,37,No,Engineer,0.0,Low,1.0,Cat_6,6,5
C,466175,Male,Yes,25,Yes,Doctor,1.0,Low,2.0,Cat_6,4,1
D,460212,Male,Yes,37,Yes,Entertainment,11.0,Low,6.0,Cat_6,4,1
D,466912,Male,Yes,68,Yes,Engineer,0.0,Low,1.0,Cat_6,4,1
D,460373,Male,No,20,No,Healthcare,2.0,Low,3.0,Cat_6,5,4
D,466383,Male,,22,No,Healthcare,9.0,Low,3.0,Cat_4,1,6
B,463728,Female,Yes,30,No,Doctor,1.0,Average,6.0,Cat_6,8,2
C,466596,Female,Yes,83,Yes,Artist,0.0,High,2.0,Cat_6,3,3
D,465945,Female,No,52,Yes,Artist,0.0,Low,1.0,Cat_6,2,7
D,464825,Female,No,19,No,Healthcare,7.0,Low,1.0,Cat_4,6,5
C,462235,Female,Yes,36,Yes,Engineer,11.0,Low,2.0,Cat_4,3,3
C,463477,Male,No,31,No,Healthcare,1.0,Low,4.0,Cat_4,5,4
C,465744,Male,Yes,51,Yes,Artist,0.0,Average,2.0,Cat_2,4,1
A,467093,Female,Yes,53,Yes,Artist,8.0,Average,2.0,Cat_6,3,3
D,464351,Female,No,31,Yes,Healthcare,1.0,Low,1.0,Cat_6,2,7
A,466955,Male,Yes,57,No,Entertainment,0.0,Low,4.0,Cat_3,1,6
C,462305,Male,Yes,36,Yes,Artist,0.0,Average,5.0,Cat_6,4,1
A,461519,Male,No,35,No,Doctor,,Low,3.0,Cat_4,5,4
A,465885,Female,No,41,Yes,Marketing,1.0,Low,2.0,Cat_6,2,7
A,461022,Male,Yes,69,Yes,Artist,0.0,Low,1.0,Cat_3,4,1
B,463146,Male,Yes,37,No,Entertainment,11.0,Average,2.0,Cat_6,1,6
A,466807,Female,,41,Yes,Healthcare,0.0,Low,1.0,Cat_4,2,3
A,459150,Female,No,49,Yes,Doctor,0.0,Low,1.0,Cat_6,2,7
B,467114,Male,Yes,59,Yes,Marketing,0.0,Average,3.0,Cat_6,4,1
A,466395,Female,Yes,37,Yes,Doctor,2.0,High,2.0,Cat_4,3,3
C,465028,Female,Yes,68,Yes,Lawyer,3.0,High,4.0,Cat_6,3,3
D,467194,Male,No,29,No,Entertainment,,Low,3.0,Cat_6,5,4
A,464189,Female,No,42,Yes,Artist,1.0,Low,2.0,Cat_6,2,7
D,466897,Male,,52,No,Doctor,0.0,High,3.0,Cat_6,1,6
B,466043,Female,Yes,46,Yes,Artist,1.0,Average,4.0,Cat_6,3,3
D,460585,Male,No,49,No,Entertainment,1.0,Low,3.0,Cat_3,5,4
D,461217,Female,No,33,Yes,Engineer,1.0,Low,5.0,Cat_6,2,7
A,465759,Male,Yes,33,No,Artist,1.0,Low,3.0,Cat_4,1,6
D,463485,Female,No,25,No,Engineer,,Low,3.0,Cat_6,6,5
D,464781,Male,No,32,No,Marketing,0.0,Low,3.0,Cat_4,5,4
A,459425,Female,Yes,87,Yes,Lawyer,0.0,High,2.0,Cat_6,3,3
B,460716,Male,Yes,52,Yes,Entertainment,0.0,Average,4.0,Cat_6,4,1
D,464864,Female,No,27,No,Engineer,14.0,Low,8.0,Cat_4,6,5
